t,id_,Nombre / Name,Departamento / State,Municipio / Town,,Territorio / Territory,Tipo territorio / Territory type,Grupos étnicos / Ethnic groups,Estado / Status (Estándar),,,Duración (años) / Length (years),Periodo de acreditación / Credited period,Área proyecto / Project area (hectáreas),id_empresa_responsavel,Empresa Desarrolladora / Developing company,Estándar de certificación / Certification standard,Metodología / Methodology,Verificador/Verifying company,Año validación / Year validated,URL PDD,URL OVV informe/report,Website certificador,Website proyecto,Perfil / Profile,Perfil corregido,Georreferencia de los limites del proyecto,Latitude de la centroid del proyecto,Longitude de la centroid del proyecto,Amazonia,País,Bioma,Fuente 1 / Source 1,Fuente 2 / Source 2,Fuente 3 / Source 3,Fuente 4 / Source 4,Fuente 5 / Source 5,Fuente 6 / Source 6,Fuente 6 / Source 7,notas,notas,notas,notas,
BR3304VER,3304,Boa Esperança Grouped REDD+ Project,Amazonas,Presidente Figueiredo,AM,Privado ,,,Under development,,,30,2022-2052,8943,02.405.151/0002-36,Ecológica Assessoria LTDA.,Verra,VM0015,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=68250&IDKEY=mq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhD94116750,,Verra Search Page,https://ecologica.earth/project/boa-esperanca/,"O principal objetivo do Projeto REDD+ Boa Esperança é evitar o desmatamento não planejado (AUD) de 8.943,38 ha de área do projeto, composta por 100% de floresta amazônica. A área do projeto possui 1 instância, que está localizada dentro de uma propriedade particular, no município de Presidente Figueiredo, Estado do Amazonas. Além dos benefícios ecológicos e de carbono do projeto, uma parte dos créditos de carbono gerados será dedicada à melhoria das condições sociais e ambientais para a comunidade local no entorno da área do projeto, especificamente contribuições para a educação ambiental e outras atividades sociais.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=68251&IDKEY=j8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0n94118129,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
BR3304VER,3304,Boa Esperança Grouped REDD+ Project,Amazonas,Presidente Figueiredo,AM,Privado ,,,Under development,,,30,2022-2052,8943,32.224.430/0001-83,Jacob & Jacob Consultoria Agrícola Ltda,Verra,VM0015,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=68250&IDKEY=mq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhD94116750,,Verra Search Page,https://ecologica.earth/project/boa-esperanca/,"O principal objetivo do Projeto REDD+ Boa Esperança é evitar o desmatamento não planejado (AUD) de 8.943,38 ha de área do projeto, composta por 100% de floresta amazônica. A área do projeto possui 1 instância, que está localizada dentro de uma propriedade particular, no município de Presidente Figueiredo, Estado do Amazonas. Além dos benefícios ecológicos e de carbono do projeto, uma parte dos créditos de carbono gerados será dedicada à melhoria das condições sociais e ambientais para a comunidade local no entorno da área do projeto, especificamente contribuições para a educação ambiental e outras atividades sociais.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=68251&IDKEY=j8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0n94118129,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
BR3281VER,3281,ANDRADE SUN FARMS REDD+ FAZENDA SANTA RITA ,Minas Gerais,Paraguaçu,MG,Privado ,,,Under development,,,20,2021-2041,728372,11.090.267/0001-33,MATA NATIVA DO BRASIL ASSESSORIA E CONSULTORIA AMBIENTAL LTDA,Verra,"VM0005,VM0007,VM0017",Earthood Services Private Limited (ESPL),N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=69065&IDKEY=s98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8da95240635,,Verra Search Page,,"Andrade Sun Farms REDD+ Fazenda Santa Rita promove a conservação florestal e a redução de potenciais emissões de gases de efeito estufa (GEE), com base em um modelo de desenvolvimento econômico. local que valoriza a preservação florestal através de um mosaico de atividades associadas à produção orgânica de limão Tahiti (Citrus latifolia). A área do Projeto está localizada na vegetação do bioma Cerrado. Mais de 14 milhões de pessoas também habitam o Cerrado, muitas das quais dependem da agricultura e da pecuária para sobreviver e ajudar a economia a crescer. A ""savana brasileira"" é também a caixa d'água do país: concentra as principais nascentes e alguns dos mais importantes afluentes das três maiores bacias hidrográficas da América do Sul (Amazonas, Paraguai e São Francisco). Com a aprovação do Projeto REDD+ e a consequente emissão de créditos de carbono, os valores mensurados em sua venda serão destinados à otimização do manejo direcionado às áreas florestais, tanto de reserva legal quanto de excedente florestal, para promover a alta produtividade nessas áreas. garantir a diminuição do desmatamento e das emissões de GEE. Tais ações estarão vinculadas à gestão sustentável das áreas de produção.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=67880&IDKEY=l097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87993606520,,,Não,Brasil,Cerrado,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,As imagens de satélite mostram que há plantação de monocultura na área do projeto. ,,,,
BR3152VER,3152,Alto Xingu Grouped REDD+ Project,Mato Grosso,Paranatinga,MT,Privado ,,,Registration and verification approval requested,CAR,,30,2021-2051,14059,02.405.151/0002-36,Ecológica Assessoria Ltda.,Verra,VM0015,EcoLance Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=71396&IDKEY=j98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dk98455084,,Página de Pesquisa Verra,,"O principal objetivo do Projeto REDD+ Agrupado Alto Xingu é evitar o desmatamento não planejado (AUD), composto por floresta amazônica e cerrado. A área do projeto ocupa os dois biomas, sendo que a primeira instância é composta por 4 propriedades privadas, com área de projeto de 14.059,02 ha, localizadas no município de Paranatinga (MT). Além dos benefícios ecológicos e de carbono do projeto, uma parte dos créditos de carbono gerados será dedicada à melhoria das condições sociais e ambientais na região do projeto, contribuindo especificamente para melhorar o controle do desmatamento e desenvolvendo educação ambiental e outras atividades sociais.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65937&IDKEY=n0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9390927123,,,Sim,Brasil,"Amazonia, Cerrado",Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
BR3152VER,3152,Alto Xingu Grouped REDD+ Project,Mato Grosso,Paranatinga,MT,Privado ,,,Registration and verification approval requested,CAR,,30,2021-2051,14059,00.309.708/0001-29,KPM Empreendimentos e Participações Ltda.,Verra,VM0015,EcoLance Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=71396&IDKEY=j98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dk98455084,,Página de Pesquisa Verra,,"O principal objetivo do Projeto REDD+ Agrupado Alto Xingu é evitar o desmatamento não planejado (AUD), composto por floresta amazônica e cerrado. A área do projeto ocupa os dois biomas, sendo que a primeira instância é composta por 4 propriedades privadas, com área de projeto de 14.059,02 ha, localizadas no município de Paranatinga (MT). Além dos benefícios ecológicos e de carbono do projeto, uma parte dos créditos de carbono gerados será dedicada à melhoria das condições sociais e ambientais na região do projeto, contribuindo especificamente para melhorar o controle do desmatamento e desenvolvendo educação ambiental e outras atividades sociais.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65937&IDKEY=n0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9390927123,,,Sim,Brasil,"Amazonia, Cerrado",Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
BR3141VER,3141,Western Amazon,"Acre, Amazonas","Sena Madureira, Porto Acre, Senador Guiomard, Capixaba, Bujari, Xapuri","AC, AM",Privado ,,,Registration and verification approval requested,INCRA,,30,2019-2048,50348,44.212.107/0001-79,Carbon Credits Consulting SRL,Verra,VM0015,RINA S.p.A,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=69450&IDKEY=fiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3n95771550,,Verra Search Page,https://carboncreditsconsulting.com/western-amazon-grouped-project/,"O Projeto WARG é uma iniciativa liderada pela Carbon Credits Consulting SRL e um grupo de proprietários de terras no Acre para proteger várias parcelas de floresta nativa preciosa. O projeto dá aos proprietários de terras com pequenas e médias propriedades a oportunidade de participar de um projeto de REDD+ que trará benefícios de biodiversidade, comunidade e clima para suas terras. As áreas do projeto estão na região conhecida como arco do desmatamento da Amazônia e estão localizadas em uma região de altas taxas de conversão de habitat florestal original para pastagem e/ou grandes áreas de culturas agrícolas. O projeto pretende entregar melhorias significativas no monitoramento da área, com a implementação de tecnologia de sensoriamento remoto para identificar eventuais sinais de modificação na Área do Projeto e entorno, além de treinamento de equipe para monitoramento em campo. O projeto também implementará sistemas de detecção de incêndios florestais por satélite e equipes de bombeiros para detectar incêndios precocemente antes que eles atinjam um tamanho incontrolável.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65907&IDKEY=9kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909j90885753,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,https://basecnpj.com.br/empresa/harmonia-consultoria-ltda-20454046000198,,,Stoney do Nascimento Pinto e Rogério Ribeiro Marinho constam como proprietários. ,,,,
BR3141VER,3141,Western Amazon,"Acre, Amazonas","Sena Madureira, Porto Acre, Senador Guiomard, Capixaba, Bujari, Xapuri","AC, AM",Privado ,,,Registration and verification approval requested,INCRA,,30,2019-2048,50348,20.454.046/0001-98,Harmonia Consultoria LTDA ,Verra,VM0015,RINA S.p.A,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=69450&IDKEY=fiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3n95771550,,Verra Search Page,https://carboncreditsconsulting.com/western-amazon-grouped-project/,"O Projeto WARG é uma iniciativa liderada pela Carbon Credits Consulting SRL e um grupo de proprietários de terras no Acre para proteger várias parcelas de floresta nativa preciosa. O projeto dá aos proprietários de terras com pequenas e médias propriedades a oportunidade de participar de um projeto de REDD+ que trará benefícios de biodiversidade, comunidade e clima para suas terras. As áreas do projeto estão na região conhecida como arco do desmatamento da Amazônia e estão localizadas em uma região de altas taxas de conversão de habitat florestal original para pastagem e/ou grandes áreas de culturas agrícolas. O projeto pretende entregar melhorias significativas no monitoramento da área, com a implementação de tecnologia de sensoriamento remoto para identificar eventuais sinais de modificação na Área do Projeto e entorno, além de treinamento de equipe para monitoramento em campo. O projeto também implementará sistemas de detecção de incêndios florestais por satélite e equipes de bombeiros para detectar incêndios precocemente antes que eles atinjam um tamanho incontrolável.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65907&IDKEY=9kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909j90885753,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,https://basecnpj.com.br/empresa/harmonia-consultoria-ltda-20454046000198,,,,,,,
BR3055VER,3055,ITAÚBA REDD+ PROJECT ,Mato Grosso,"Itaúba, Marcelândia",MT,Privado ,,,Under validation,,,30,2021-2051,15352,12.028.178/0001-20,Carbonext Tecnologia em Soluções Ambientais LTDA,Verra,VM0015,Earthood Services Private Limited (ESPL),N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=68259&IDKEY=l0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9e94129161,,Verra Search Page,https://www.carbonext.com.br/projects/itauba,"O PROJETO ITAÚBA REDD+ tem como objetivo proteger as florestas de uma das regiões com maior tendência de desmatamento no Bioma Amazônia, nos municípios de Itaúba e Marcelândia. Ambos os municípios estão dentro do ""Arco do Desmatamento"" e desde a colonização dos municípios, além dos danos causados aos ecossistemas naturais, diversos conflitos sociais emergiram da dinâmica de uso insustentável da terra, associada às extensas atividades de desmatamento e degradação. Ao longo do tempo, comunidades com meios de subsistência baseados na agricultura familiar e nos recursos florestais foram expulsas da região e deram lugar a atividades agrícolas e de pastagem em larga escala. Para o período do projeto, o cenário base para a Área do Projeto indica que os padrões históricos de mudança no uso da terra seriam reproduzidos: desmatamento extensivo e conversão sistemática de florestas para lavouras de soja e áreas de pastagens para a pecuária, muito acima dos limites estabelecidos pelo Código Florestal Brasileiro. As atividades do projeto visam evitar os direcionadores do desmatamento que realizariam a referida linha de base no cenário sem projeto, com a visão de longo prazo de restaurar a relação das comunidades locais de trabalhadores rurais com as áreas florestais e contribuir com a transição para o cenário socioeconômico baseado nos princípios da bioeconomia. Com a aprovação das atividades do projeto, os proponentes pretendem aprimorar os mecanismos de vigilância remota e in loco, além de implementar atividades que resultarão em outros benefícios climáticos, comunitários e para a biodiversidade.",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=84503&IDKEY=f0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9i116529637,,,Sim,Brasil,Amazonia,Verra,Cruzagrafos,Receita Federal,Google Earth,,,,"No projeto diz que, na mesma faixa de 200 quilômetros da Área do Projeto, há 7 assentamentos reconhecidos pelo INCRA, mas não se espera que nenhum deles tenha qualquer influência ou seja influenciado pelas atividades do projeto.","Celso José Ferreira, Maria Auxiliadora Basílio Grimas Ferreira, Maria Cristina Basílio Grimas Almeida e Maria de Fátima Grimas Senedese são os proprietários das terras. ",,,
BR3050VER,3050,Maraui Program ,Piauí,Canavieira,PI,Privado ,,,Withdrawn,,,20,2021-2041,27458,41.253.379/0001-29,OnePlanet Ltda,Verra,VM0009,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=67087&IDKEY=flksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098i92512973,,Verra Search Page,,"O Programa Maraui foi concebido para atuar sobre os dois problemas perversos – Mudanças Climáticas e Perda de Biodiversidade. O Programa Maraui pretende frear as emissões de GEE, evitando a conversão de ecossistemas e protegendo a Biodiversidade. Além disso, tal programa visa ajudar em uma série de questões urgentes, desde a preservação dos Recursos de Água Doce até a melhoria da subsistência das Comunidades Tradicionais. O Programa é um projeto agrupado - conforme definição da VCS - localizado nos estados do Piauí e Maranhão, Brasil. Donos dos ricos estados da Biodiversidade, Piauí e Maranhão abrigam uma das fronteiras agrícolas mais intensas do país e são os estados mais pobres - a menor renda média do Brasil (IBGE, 2021). Na emissão deste documento, foi instituída uma Instância de Atividade de Projeto (PAI), a Fazenda Boqueirão (27.458,29 hectares).",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65561&IDKEY=iiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfk90408619,,,Não,Brasil,"Caatinga, Cerrado",Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
BR3050VER,3050,Maraui Program ,Piauí,Canavieira,PI,Privado ,,,Withdrawn,,,20,2021-2041,27458,20.277.095/0001-00,NEO GREEN CONSULTORIA AMBIENTAL LTDA,Verra,VM0009,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=67087&IDKEY=flksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098i92512973,,Verra Search Page,,"O Programa Maraui foi concebido para atuar sobre os dois problemas perversos – Mudanças Climáticas e Perda de Biodiversidade. O Programa Maraui pretende frear as emissões de GEE, evitando a conversão de ecossistemas e protegendo a Biodiversidade. Além disso, tal programa visa ajudar em uma série de questões urgentes, desde a preservação dos Recursos de Água Doce até a melhoria da subsistência das Comunidades Tradicionais. O Programa é um projeto agrupado - conforme definição da VCS - localizado nos estados do Piauí e Maranhão, Brasil. Donos dos ricos estados da Biodiversidade, Piauí e Maranhão abrigam uma das fronteiras agrícolas mais intensas do país e são os estados mais pobres - a menor renda média do Brasil (IBGE, 2021). Na emissão deste documento, foi instituída uma Instância de Atividade de Projeto (PAI), a Fazenda Boqueirão (27.458,29 hectares).",,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65561&IDKEY=iiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfk90408619,,,Não,Brasil,"Caatinga, Cerrado",Verra,Cruzagrafos,Receita Federal,Google Earth,,,,,,,,
